player_id,year,prize_usd,rank,annual_cost,balance,positive_balance
hg86,2025,451874,133,113494,338380,True
ge33,2025,451682,134,113494,338188,True
t0a1,2025,434612,135,113494,321118,True
p0hw,2025,433481,136,113494,319987,True
b0u4,2025,423590,137,113494,310096,True
r0go,2025,412869,138,113494,299375,True
s0gd,2025,408640,139,113494,295146,True
gj16,2025,407106,140,113494,293612,True
k0ep,2025,402697,141,113494,289203,True
e687,2025,402023,142,113494,288529,True
z0a1,2025,396277,143,113494,282783,True
m0oq,2025,388075,144,113494,274581,True
mj08,2025,387802,145,113494,274308,True
s0re,2025,386706,146,113494,273212,True
v0am,2025,384807,147,113494,271313,True
h09n,2025,383331,148,113494,269837,True
s0k7,2025,378811,149,113494,265317,True
z371,2025,378405,150,113494,264911,True
wb08,2025,377595,151,113494,264101,True
h996,2025,377129,152,113494,263635,True
sx91,2025,374811,153,113494,261317,True
kc12,2025,370206,154,113494,256712,True
e0dd,2025,369448,155,113494,255954,True
b0id,2025,368734,156,113494,255240,True
bs86,2025,364087,157,113494,250593,True
da81,2025,363306,158,113494,249812,True
b0fv,2025,358621,159,113494,245127,True
ki63,2025,356757,160,113494,243263,True
e865,2025,350565,161,113494,237071,True
n552,2025,350428,162,113494,236934,True
hf80,2025,342743,163,113494,229249,True
te16,2025,336199,164,113494,222705,True
j0az,2025,329837,165,113494,216343,True
g0fw,2025,319637,166,113494,206143,True
d0dw,2025,306039,167,113494,192545,True
fa43,2025,304721,168,113494,191227,True
j0dz,2025,303615,169,113494,190121,True
ta29,2025,298450,170,113494,184956,True
m0g4,2025,293425,171,113494,179931,True
s0ze,2025,285203,172,113494,171709,True
l0cx,2025,285023,173,113494,171529,True
tc01,2025,279803,174,113494,166309,True
hg94,2025,278042,175,113494,164548,True
l0gh,2025,277776,176,113494,164282,True
s0la,2025,263848,177,113494,150354,True
bi81,2025,262124,178,113494,148630,True
v0dz,2025,262098,179,113494,148604,True
t0bw,2025,260968,180,113494,147474,True
d0cg,2025,254614,181,113494,141120,True
wb32,2025,254219,182,113494,140725,True
gk06,2025,253820,183,113494,140326,True
u134,2025,250023,184,113494,136529,True
z09z,2025,249814,185,113494,136320,True
r09x,2025,246920,186,113494,133426,True
o0a2,2025,244982,187,113494,131488,True
f510,2025,244510,188,113494,131016,True
gf95,2025,243582,189,113494,130088,True
k926,2025,242989,190,113494,129495,True
ch12,2025,241234,191,113494,127740,True
p0ht,2025,240499,192,113494,127005,True
g628,2025,240346,193,113494,126852,True
d0dp,2025,236677,194,113494,123183,True
k09f,2025,233257,195,113494,119763,True
ta46,2025,231226,196,113494,117732,True
ci14,2025,229408,197,113494,115914,True
j553,2025,226517,198,113494,113023,True
hh06,2025,220252,199,113494,106758,True
n897,2025,216829,200,113494,103335,True
gh92,2025,215052,201,113494,101558,True
d0dt,2025,214458,202,113494,100964,True
df88,2025,213436,203,113494,99942,True
sy67,2025,213436,203,113494,99942,True
p0j1,2025,212623,205,113494,99129,True
k0a3,2025,211569,206,113494,98075,True
cc66,2025,210908,207,113494,97414,True
p09o,2025,209843,208,113494,96349,True
c0ak,2025,209594,209,113494,96100,True
r0e0,2025,208593,210,113494,95099,True
n0cs,2025,208299,211,113494,94805,True
f0dm,2025,205634,212,113494,92140,True
cg33,2025,205354,213,113494,91860,True
pg20,2025,203316,214,113494,89822,True
c0nb,2025,200655,215,113494,87161,True
m0on,2025,195377,216,113494,81883,True
ce77,2025,193013,217,113494,79519,True
kb95,2025,191283,218,113494,77789,True
t09x,2025,190445,219,113494,76951,True
s0uv,2025,190359,220,113494,76865,True
l0cf,2025,188026,221,113494,74532,True
p0ay,2025,187808,222,113494,74314,True
hb48,2025,184347,223,113494,70853,True
s0gr,2025,183925,224,113494,70431,True
c0ht,2025,182613,225,113494,69119,True
ph64,2025,182177,226,113494,68683,True
m0if,2025,176134,227,113494,62640,True
b0no,2025,175368,228,113494,61874,True
j09x,2025,173873,229,113494,60379,True
s0aq,2025,173249,230,113494,59755,True
ss25,2025,172171,231,113494,58677,True
y218,2025,172134,232,113494,58640,True
mw75,2025,171501,233,113494,58007,True
a0ba,2025,168616,234,113494,55122,True
k0e6,2025,166941,235,113494,53447,True
m0ht,2025,166050,236,113494,52556,True
m0n7,2025,164031,237,113494,50537,True
d0h9,2025,162368,238,113494,48874,True
r772,2025,162179,239,113494,48685,True
g0gw,2025,160446,240,113494,46952,True
a0cj,2025,160331,241,113494,46837,True
kc04,2025,157659,242,113494,44165,True
t0gr,2025,153281,243,113494,39787,True
b0er,2025,152741,244,113494,39247,True
ke17,2025,148316,245,113494,34822,True
rh24,2025,146318,246,113494,32824,True
b0mm,2025,145648,247,113494,32154,True
sx90,2025,145111,248,113494,31617,True
dc48,2025,144660,249,113494,31166,True
v0dp,2025,144244,250,113494,30750,True
g0dh,2025,143900,251,113494,30406,True
c0bh,2025,143608,252,113494,30114,True
kd46,2025,143435,253,113494,29941,True
lb66,2025,142567,254,113494,29073,True
bf23,2025,140786,255,113494,27292,True
mp01,2025,139841,256,113494,26347,True
s0tx,2025,136954,257,113494,23460,True
mn13,2025,135922,258,113494,22428,True
bu54,2025,134692,259,113494,21198,True
m0ea,2025,132865,260,113494,19371,True
r0fp,2025,131958,261,113494,18464,True
n679,2025,131221,262,113494,17727,True
d0d4,2025,131132,263,113494,17638,True
rh59,2025,130441,264,113494,16947,True
s0ak,2025,129199,265,113494,15705,True
mj98,2025,128250,266,113494,14756,True
mw76,2025,123510,267,113494,10016,True
m0aw,2025,123137,268,113494,9643,True
dc76,2025,123108,269,113494,9614,True
ta12,2025,121995,270,113494,8501,True
ea13,2025,119745,271,113494,6251,True
s0hr,2025,115705,272,113494,2211,True
z0cq,2025,114448,273,113494,954,True
g0ix,2025,113813,274,113494,319,True
e768,2025,112145,275,113494,-1349,False
h09f,2025,107552,276,113494,-5942,False
n09u,2025,107145,277,113494,-6349,False
pf39,2025,106962,278,113494,-6532,False
z0bz,2025,106910,279,113494,-6584,False
r0a7,2025,106649,280,113494,-6845,False
m0np,2025,104772,281,113494,-8722,False
d0lj,2025,102645,282,113494,-10849,False
j0b5,2025,101991,283,113494,-11503,False
h0du,2025,100821,284,113494,-12673,False
ke73,2025,100022,285,113494,-13472,False
b0gy,2025,98533,286,113494,-14961,False
a829,2025,95781,287,113494,-17713,False
ph78,2025,94698,288,113494,-18796,False
s0ia,2025,94647,289,113494,-18847,False
bk24,2025,93745,290,113494,-19749,False
j0a4,2025,91164,291,113494,-22330,False
m0n1,2025,89374,292,113494,-24120,False
z0ak,2025,88469,293,113494,-25025,False
sr81,2025,87311,294,113494,-26183,False
s0ex,2025,87124,295,113494,-26370,False
d0l3,2025,86572,296,113494,-26922,False
z09f,2025,85204,297,113494,-28290,False
e0ac,2025,85069,298,113494,-28425,False
kh56,2025,84954,299,113494,-28540,False
bo10,2025,84419,300,113494,-29075,False
b0jj,2025,83008,301,113494,-30486,False
b0gr,2025,82261,302,113494,-31233,False
mw18,2025,80777,303,113494,-32717,False
a09t,2025,79972,304,113494,-33522,False
p0iy,2025,79937,305,113494,-33557,False
t0fi,2025,79673,306,113494,-33821,False
bu70,2025,79475,307,113494,-34019,False
m0re,2025,79182,308,113494,-34312,False
o660,2025,78114,309,113494,-35380,False
s0nv,2025,77625,310,113494,-35869,False
v836,2025,75547,311,113494,-37947,False
s0wt,2025,75536,312,113494,-37958,False
kc33,2025,74796,313,113494,-38698,False
ga79,2025,74737,314,113494,-38757,False
cf01,2025,72401,315,113494,-41093,False
ge28,2025,72070,316,113494,-41424,False
p0ea,2025,71984,317,113494,-41510,False
mv14,2025,70288,318,113494,-43206,False
y171,2025,70043,319,113494,-43451,False
bv25,2025,68685,320,113494,-44809,False
f840,2025,68642,321,113494,-44852,False
va08,2025,66851,322,113494,-46643,False
h0cx,2025,66164,323,113494,-47330,False
p0k4,2025,65835,324,113494,-47659,False
sn54,2025,65745,325,113494,-47749,False
ea27,2025,65703,326,113494,-47791,False
g0by,2025,64761,327,113494,-48733,False
b0qc,2025,64158,328,113494,-49336,False
m0oh,2025,62963,329,113494,-50531,False
m0to,2025,62076,330,113494,-51418,False
k0hc,2025,61759,331,113494,-51735,False
gg65,2025,61049,332,113494,-52445,False
m0e1,2025,61046,333,113494,-52448,False
g0ao,2025,60322,334,113494,-53172,False
c0aj,2025,59150,335,113494,-54344,False
ag08,2025,57725,336,113494,-55769,False
gb93,2025,56880,337,113494,-56614,False
s0cg,2025,56700,338,113494,-56794,False
s0o6,2025,56362,339,113494,-57132,False
s0vm,2025,56030,340,113494,-57464,False
rc04,2025,55258,341,113494,-58236,False
p0gn,2025,55136,342,113494,-58358,False
h0dc,2025,55038,343,113494,-58456,False
s0mn,2025,54539,344,113494,-58955,False
b0ou,2025,54534,345,113494,-58960,False
n731,2025,53292,346,113494,-60202,False
d0a2,2025,52943,347,113494,-60551,False
b0lw,2025,52732,348,113494,-60762,False
s0kt,2025,52547,349,113494,-60947,False
s0gz,2025,52320,350,113494,-61174,False
b0ek,2025,51863,351,113494,-61631,False
g09c,2025,51009,352,113494,-62485,False
p0df,2025,50933,353,113494,-62561,False
kc29,2025,50876,354,113494,-62618,False
b0fi,2025,50424,355,113494,-63070,False
so20,2025,50320,356,113494,-63174,False
a0k3,2025,50114,357,113494,-63380,False
h0cd,2025,50071,358,113494,-63423,False
g0ib,2025,50006,359,113494,-63488,False
u120,2025,49477,360,113494,-64017,False
b0tp,2025,49181,361,113494,-64313,False
ke64,2025,49163,362,113494,-64331,False
p0gq,2025,49129,363,113494,-64365,False
v942,2025,49013,364,113494,-64481,False
s0ek,2025,48973,365,113494,-64521,False
rh62,2025,48432,366,113494,-65062,False
df92,2025,48431,367,113494,-65063,False
m0c2,2025,48400,368,113494,-65094,False
pg94,2025,48148,369,113494,-65346,False
mn20,2025,47841,370,113494,-65653,False
v717,2025,46016,371,113494,-67478,False
t0dm,2025,45989,372,113494,-67505,False
s0h9,2025,45923,373,113494,-67571,False
b0lq,2025,45900,374,113494,-67594,False
pl39,2025,45495,375,113494,-67999,False
i0b0,2025,45385,376,113494,-68109,False
rg42,2025,45283,377,113494,-68211,False
c0hb,2025,45192,378,113494,-68302,False
mf35,2025,44919,379,113494,-68575,False
v821,2025,44799,380,113494,-68695,False
bv21,2025,44546,381,113494,-68948,False
b0ov,2025,44295,382,113494,-69199,False
k0cj,2025,44203,383,113494,-69291,False
k0o4,2025,44168,384,113494,-69326,False
cg94,2025,43924,385,113494,-69570,False
bu10,2025,43840,386,113494,-69654,False
m0se,2025,43519,387,113494,-69975,False
li10,2025,43078,388,113494,-70416,False
p0d0,2025,42932,389,113494,-70562,False
d0cn,2025,42840,390,113494,-70654,False
w857,2025,42719,391,113494,-70775,False
r0kd,2025,42615,392,113494,-70879,False
w0c4,2025,42565,393,113494,-70929,False
p0i6,2025,42522,394,113494,-70972,False
b0vf,2025,42400,395,113494,-71094,False
z419,2025,42071,396,113494,-71423,False
a09w,2025,41956,397,113494,-71538,False
b0bu,2025,41862,398,113494,-71632,False
j620,2025,41820,399,113494,-71674,False
e698,2025,41654,400,113494,-71840,False
b0f8,2025,41615,401,113494,-71879,False
d0ar,2025,41412,402,113494,-72082,False
m0te,2025,41412,402,113494,-72082,False
a09u,2025,41291,404,113494,-72203,False
f0f4,2025,41254,405,113494,-72240,False
m0nb,2025,41203,406,113494,-72291,False
a0ab,2025,41057,407,113494,-72437,False
pl64,2025,40462,408,113494,-73032,False
be69,2025,40289,409,113494,-73205,False
h0a4,2025,40242,410,113494,-73252,False
b0pe,2025,40080,411,113494,-73414,False
w0bb,2025,40069,412,113494,-73425,False
w0ah,2025,38331,413,113494,-75163,False
sm88,2025,38258,414,113494,-75236,False
a0f3,2025,38228,415,113494,-75266,False
c0nn,2025,37954,416,113494,-75540,False
g0iw,2025,37772,417,113494,-75722,False
t0iz,2025,37351,418,113494,-76143,False
r0bt,2025,37152,419,113494,-76342,False
s0tm,2025,37134,420,113494,-76360,False
m0ac,2025,37111,421,113494,-76383,False
o0ad,2025,37069,422,113494,-76425,False
j0d2,2025,37021,423,113494,-76473,False
dg80,2025,37013,424,113494,-76481,False
aa27,2025,36659,425,113494,-76835,False
m0gy,2025,35915,426,113494,-77579,False
s0w8,2025,35474,427,113494,-78020,False
ch27,2025,35404,428,113494,-78090,False
sq80,2025,35250,429,113494,-78244,False
b0jg,2025,35104,430,113494,-78390,False
b0c0,2025,34936,431,113494,-78558,False
j0aw,2025,34929,432,113494,-78565,False
y268,2025,34831,433,113494,-78663,False
j476,2025,34824,434,113494,-78670,False
td55,2025,34758,435,113494,-78736,False
n0db,2025,34754,436,113494,-78740,False
n0al,2025,34543,437,113494,-78951,False
kc56,2025,34481,438,113494,-79013,False
pj74,2025,34431,439,113494,-79063,False
c0ow,2025,34389,440,113494,-79105,False
bi23,2025,34223,441,113494,-79271,False
f0a3,2025,34165,442,113494,-79329,False
r0ed,2025,34148,443,113494,-79346,False
n0b4,2025,34059,444,113494,-79435,False
bv24,2025,33879,445,113494,-79615,False
a0ea,2025,33531,446,113494,-79963,False
p0dr,2025,33529,447,113494,-79965,False
ml57,2025,33304,448,113494,-80190,False
h0k0,2025,33279,449,113494,-80215,False
k0fy,2025,33140,450,113494,-80354,False
c0lk,2025,33017,451,113494,-80477,False
p0b2,2025,32820,452,113494,-80674,False
sk94,2025,32644,453,113494,-80850,False
s09p,2025,32529,454,113494,-80965,False
sl94,2025,32410,455,113494,-81084,False
k0np,2025,31860,456,113494,-81634,False
k0hg,2025,31680,457,113494,-81814,False
h0bf,2025,31471,458,113494,-82023,False
tg30,2025,31368,459,113494,-82126,False
m0nl,2025,31032,460,113494,-82462,False
i426,2025,30903,461,113494,-82591,False
j0d5,2025,30742,462,113494,-82752,False
ke69,2025,30344,463,113494,-83150,False
fc49,2025,29960,464,113494,-83534,False
m0sc,2025,29938,465,113494,-83556,False
s0ri,2025,29909,466,113494,-83585,False
s0bt,2025,29742,467,113494,-83752,False
m0gb,2025,29697,468,113494,-83797,False
w0fh,2025,29646,469,113494,-83848,False
a0ik,2025,29634,470,113494,-83860,False
w0bu,2025,29401,471,113494,-84093,False
ki48,2025,29339,472,113494,-84155,False
b0i6,2025,29330,473,113494,-84164,False
cg07,2025,29308,474,113494,-84186,False
b0vx,2025,29298,475,113494,-84196,False
a0es,2025,29234,476,113494,-84260,False
be90,2025,29147,477,113494,-84347,False
tf58,2025,29026,478,113494,-84468,False
c0b2,2025,28952,479,113494,-84542,False
s0gv,2025,28818,480,113494,-84676,False
s1cn,2025,28493,481,113494,-85001,False
b0d6,2025,28022,482,113494,-85472,False
m0rg,2025,27964,483,113494,-85530,False
v0b2,2025,27910,484,113494,-85584,False
u176,2025,27660,485,113494,-85834,False
d0ji,2025,27539,486,113494,-85955,False
ch80,2025,27504,487,113494,-85990,False
mi01,2025,27316,488,113494,-86178,False
o376,2025,27292,489,113494,-86202,False
b0gi,2025,27273,490,113494,-86221,False
l0c1,2025,27153,491,113494,-86341,False
p0bk,2025,26927,492,113494,-86567,False
m0cw,2025,26877,493,113494,-86617,False
r0jw,2025,26514,494,113494,-86980,False
v0j1,2025,26146,495,113494,-87348,False
s0ti,2025,26084,496,113494,-87410,False
m0eg,2025,25936,497,113494,-87558,False
cf88,2025,25860,498,113494,-87634,False
i0ax,2025,25822,499,113494,-87672,False
h0b5,2025,25783,500,113494,-87711,False
b0c5,2025,25632,501,113494,-87862,False
g0eu,2025,25547,502,113494,-87947,False
n663,2025,25344,503,113494,-88150,False
f0ck,2025,25143,504,113494,-88351,False
v0bd,2025,25027,505,113494,-88467,False
r09v,2025,24950,506,113494,-88544,False
pd31,2025,24929,507,113494,-88565,False
g0cv,2025,24927,508,113494,-88567,False
g0eq,2025,24887,509,113494,-88607,False
o0be,2025,24870,510,113494,-88624,False
v0d4,2025,24819,511,113494,-88675,False
s0c2,2025,24810,512,113494,-88684,False
v993,2025,24787,513,113494,-88707,False
m0g0,2025,24770,514,113494,-88724,False
k0db,2025,24702,515,113494,-88792,False
r0bc,2025,24573,516,113494,-88921,False
f0bt,2025,24559,517,113494,-88935,False
p0hp,2025,24436,518,113494,-89058,False
pf65,2025,24397,519,113494,-89097,False
l0gr,2025,24356,520,113494,-89138,False
dc38,2025,24341,521,113494,-89153,False
pd07,2025,24240,522,113494,-89254,False
gh33,2025,24151,523,113494,-89343,False
b0jp,2025,23932,524,113494,-89562,False
m0hd,2025,23906,525,113494,-89588,False
m0bn,2025,23894,526,113494,-89600,False
z0c3,2025,23827,527,113494,-89667,False
m0ey,2025,23367,528,113494,-90127,False
a0iy,2025,23361,529,113494,-90133,False
x01c,2025,23329,530,113494,-90165,False
s0dl,2025,23305,531,113494,-90189,False
b0i5,2025,23264,532,113494,-90230,False
c0mh,2025,23260,533,113494,-90234,False
d0dc,2025,23231,534,113494,-90263,False
a09q,2025,23087,535,113494,-90407,False
t0i3,2025,23040,536,113494,-90454,False
b0ll,2025,22916,537,113494,-90578,False
p0jg,2025,22738,538,113494,-90756,False
s0dq,2025,22735,539,113494,-90759,False
c0i4,2025,22445,540,113494,-91049,False
k0hn,2025,22206,541,113494,-91288,False
t0ei,2025,22125,542,113494,-91369,False
co01,2025,21995,543,113494,-91499,False
p0mg,2025,21933,544,113494,-91561,False
p0bm,2025,21892,545,113494,-91602,False
e0di,2025,21809,546,113494,-91685,False
lc12,2025,21770,547,113494,-91724,False
p0it,2025,21732,548,113494,-91762,False
f0cj,2025,21704,549,113494,-91790,False
o659,2025,21704,549,113494,-91790,False
bu36,2025,21503,551,113494,-91991,False
v0bc,2025,21452,552,113494,-92042,False
wb19,2025,21427,553,113494,-92067,False
db59,2025,21382,554,113494,-92112,False
k0de,2025,21352,555,113494,-92142,False
a0ia,2025,21337,556,113494,-92157,False
g0mi,2025,21330,557,113494,-92164,False
z09k,2025,21268,558,113494,-92226,False
rd48,2025,21257,559,113494,-92237,False
c0bb,2025,21185,560,113494,-92309,False
s0iv,2025,21160,561,113494,-92334,False
mp13,2025,21156,562,113494,-92338,False
cd00,2025,20978,563,113494,-92516,False
p0ev,2025,20920,564,113494,-92574,False
x01a,2025,20729,565,113494,-92765,False
p0c1,2025,20651,566,113494,-92843,False
s0vu,2025,20502,567,113494,-92992,False
s0in,2025,20415,568,113494,-93079,False
kg27,2025,20296,569,113494,-93198,False
db32,2025,20209,570,113494,-93285,False
e0aa,2025,20142,571,113494,-93352,False
n707,2025,20113,572,113494,-93381,False
p0o9,2025,19955,573,113494,-93539,False
a0fm,2025,19954,574,113494,-93540,False
l0id,2025,19949,575,113494,-93545,False
o0e7,2025,19796,576,113494,-93698,False
w0a4,2025,19574,577,113494,-93920,False
bp74,2025,19530,578,113494,-93964,False
ki71,2025,19504,579,113494,-93990,False
m0i0,2025,19483,580,113494,-94011,False
s0qz,2025,19457,581,113494,-94037,False
f0bp,2025,19365,582,113494,-94129,False
g0d9,2025,19264,583,113494,-94230,False
m0b2,2025,19244,584,113494,-94250,False
f0ho,2025,19137,585,113494,-94357,False
b0je,2025,19019,586,113494,-94475,False
d0hj,2025,18909,587,113494,-94585,False
z0bl,2025,18834,588,113494,-94660,False
h0jl,2025,18757,589,113494,-94737,False
a0j5,2025,18750,590,113494,-94744,False
s0de,2025,18749,591,113494,-94745,False
m0qk,2025,18687,592,113494,-94807,False
a09p,2025,18668,593,113494,-94826,False
a0i1,2025,18644,594,113494,-94850,False
g0a0,2025,18636,595,113494,-94858,False
g0j9,2025,18620,596,113494,-94874,False
c0jx,2025,18590,597,113494,-94904,False
e811,2025,18574,598,113494,-94920,False
q02o,2025,18539,599,113494,-94955,False
f0a4,2025,18424,600,113494,-95070,False
be67,2025,18413,601,113494,-95081,False
b0pw,2025,18322,602,113494,-95172,False
ke36,2025,18311,603,113494,-95183,False
dh23,2025,18282,604,113494,-95212,False
p0cy,2025,18205,605,113494,-95289,False
k0eu,2025,18164,606,113494,-95330,False
o09a,2025,18151,607,113494,-95343,False
c0p0,2025,18118,608,113494,-95376,False
m0nj,2025,18096,609,113494,-95398,False
kf17,2025,18036,610,113494,-95458,False
p0g5,2025,17993,611,113494,-95501,False
n0cj,2025,17939,612,113494,-95555,False
p0k5,2025,17920,613,113494,-95574,False
b0p4,2025,17864,614,113494,-95630,False
r0hk,2025,17803,615,113494,-95691,False
i0a7,2025,17613,616,113494,-95881,False
n830,2025,17496,617,113494,-95998,False
b0t6,2025,17467,618,113494,-96027,False
cg04,2025,17390,619,113494,-96104,False
lc11,2025,17344,620,113494,-96150,False
a0g7,2025,17304,621,113494,-96190,False
m0fa,2025,17248,622,113494,-96246,False
r0f6,2025,17242,623,113494,-96252,False
g0g2,2025,17240,624,113494,-96254,False
rh50,2025,17226,625,113494,-96268,False
v0dg,2025,17187,626,113494,-96307,False
a0kh,2025,17176,627,113494,-96318,False
h0eh,2025,17093,628,113494,-96401,False
bu53,2025,17090,629,113494,-96404,False
m0gp,2025,16986,630,113494,-96508,False
v09t,2025,16922,631,113494,-96572,False
c0jt,2025,16804,632,113494,-96690,False
p0hy,2025,16803,633,113494,-96691,False
m09m,2025,16732,634,113494,-96762,False
k0bj,2025,16667,635,113494,-96827,False
o639,2025,16632,636,113494,-96862,False
cn15,2025,16582,637,113494,-96912,False
s0y0,2025,16582,637,113494,-96912,False
a0jw,2025,16562,639,113494,-96932,False
s0u5,2025,16547,640,113494,-96947,False
i0bf,2025,16542,641,113494,-96952,False
b0a0,2025,16539,642,113494,-96955,False
p0me,2025,16537,643,113494,-96957,False
w741,2025,16390,644,113494,-97104,False
i09n,2025,16363,645,113494,-97131,False
m0rx,2025,16351,646,113494,-97143,False
a0g8,2025,16339,647,113494,-97155,False
o656,2025,16280,648,113494,-97214,False
d750,2025,16247,649,113494,-97247,False
p0e9,2025,15962,650,113494,-97532,False
m0bw,2025,15930,651,113494,-97564,False
dh55,2025,15921,652,113494,-97573,False
wb25,2025,15904,653,113494,-97590,False
z0da,2025,15883,654,113494,-97611,False
m0ur,2025,15813,655,113494,-97681,False
k0l1,2025,15688,656,113494,-97806,False
e0bo,2025,15668,657,113494,-97826,False
rh88,2025,15646,658,113494,-97848,False
o0ai,2025,15622,659,113494,-97872,False
